,case,rmse,privacy,real,uniform,nclasses,uniform_original
40075,9ff_27_exponential,1.071678131247079e-11,9,f,0,27,0
40076,9ft_27_exponential,561.60528294093,9,f,1,27,0
40077,9tt_27_exponential,489.99297047111884,9,t,1,27,0
40078,9mf_27_exponential,199.87877064807364,9,m,0,27,0
40079,9mt_27_exponential,558.2617864606386,9,m,1,27,0
40080,10tfNone_27_uniform,24.59542442866583,10,t,0,27,1
40081,10ff_27_uniform,16.633879112048,10,f,0,27,1
40082,10ft_27_uniform,27.35434152013169,10,f,1,27,1
40083,10tt_27_uniform,25.683068352515782,10,t,1,27,1
40084,10mf_27_uniform,18.654711375484187,10,m,0,27,1
40085,10mt_27_uniform,31.9117533206811,10,m,1,27,1
40086,10tfNone_27_uniform,26.549756111494666,10,t,0,27,1
40087,10ff_27_uniform,18.503461030750742,10,f,0,27,1
40088,10ft_27_uniform,27.449954462621633,10,f,1,27,1
40089,10tt_27_uniform,33.065389760291644,10,t,1,27,1
40090,10mf_27_uniform,23.80878679339777,10,m,0,27,1
40091,10mt_27_uniform,42.28711387645187,10,m,1,27,1
40092,10tfNone_27_uniform,18.00082719323512,10,t,0,27,1
40093,10ff_27_uniform,21.562836411213627,10,f,0,27,1
40094,10ft_27_uniform,24.26643772785781,10,f,1,27,1
40095,10tt_27_uniform,27.88368698719737,10,t,1,27,1
40096,10mf_27_uniform,25.588293840801377,10,m,0,27,1
40097,10mt_27_uniform,36.28140019348761,10,m,1,27,1
40098,10tfNone_27_uniform,22.974802263346618,10,t,0,27,1
40099,10ff_27_uniform,20.044419133694795,10,f,0,27,1
40100,10ft_27_uniform,31.108198276338697,10,f,1,27,1
40101,10tt_27_uniform,32.17048336596763,10,t,1,27,1
40102,10mf_27_uniform,18.948004529750566,10,m,0,27,1
40103,10mt_27_uniform,29.419041452773477,10,m,1,27,1
40104,10tfNone_27_uniform,23.491758160544116,10,t,0,27,1
40105,10ff_27_uniform,22.092821663934135,10,f,0,27,1
40106,10ft_27_uniform,40.60640343591146,10,f,1,27,1
40107,10tt_27_uniform,26.6923209931246,10,t,1,27,1
40108,10mf_27_uniform,21.83791924652168,10,m,0,27,1
40109,10mt_27_uniform,35.37456713516086,10,m,1,27,1
40110,10tfNone_27_uniform,22.7171744880581,10,t,0,27,1
40111,10ff_27_uniform,19.91318395909932,10,f,0,27,1
40112,10ft_27_uniform,34.40406952672901,10,f,1,27,1
40113,10tt_27_uniform,31.169857234193376,10,t,1,27,1
40114,10mf_27_uniform,22.02458690525683,10,m,0,27,1
40115,10mt_27_uniform,36.946447731818566,10,m,1,27,1
40116,10tfNone_27_uniform,22.835619112041577,10,t,0,27,1
40117,10ff_27_uniform,18.34767233402713,10,f,0,27,1
40118,10ft_27_uniform,34.81522655390892,10,f,1,27,1
40119,10tt_27_uniform,29.95863815329391,10,t,1,27,1
40120,10mf_27_uniform,26.65454169057518,10,m,0,27,1
40121,10mt_27_uniform,36.95240181639084,10,m,1,27,1
40122,10tfNone_27_uniform,27.240017910153878,10,t,0,27,1
40123,10ff_27_uniform,21.681927888147367,10,f,0,27,1
40124,10ft_27_uniform,31.84996075350805,10,f,1,27,1
40125,10tt_27_uniform,30.541119822298597,10,t,1,27,1
40126,10mf_27_uniform,20.68975905921491,10,m,0,27,1
40127,10mt_27_uniform,34.63812927974028,10,m,1,27,1
40128,10tfNone_27_uniform,21.780872686965882,10,t,0,27,1
40129,10ff_27_uniform,24.033032211365125,10,f,0,27,1
40130,10ft_27_uniform,30.128391925225696,10,f,1,27,1
40131,10tt_27_uniform,26.899442373402493,10,t,1,27,1
40132,10mf_27_uniform,24.55040368413391,10,m,0,27,1
40133,10mt_27_uniform,39.39873094402922,10,m,1,27,1
40134,10tfNone_27_uniform,17.49123796797897,10,t,0,27,1
40135,10ff_27_uniform,20.559011637177043,10,f,0,27,1
40136,10ft_27_uniform,29.606080456554896,10,f,1,27,1
40137,10tt_27_uniform,27.471075697904535,10,t,1,27,1
40138,10mf_27_uniform,23.02661513100411,10,m,0,27,1
40139,10mt_27_uniform,36.98107624177538,10,m,1,27,1
40140,10tfNone_27_exponential,5.6326834274756455e-12,10,t,0,27,0
40141,10ff_27_exponential,208.09581188135263,10,f,0,27,0
40142,10ft_27_exponential,548.4626514175767,10,f,1,27,0
40143,10tt_27_exponential,479.23573415271204,10,t,1,27,0
40144,10mf_27_exponential,228.7075806610766,10,m,0,27,0
40145,10mt_27_exponential,535.6892410371563,10,m,1,27,0
40146,10tfNone_27_exponential,1.199235444531162e-11,10,t,0,27,0
40147,10ff_27_exponential,222.18213752366967,10,f,0,27,0
40148,10ft_27_exponential,491.71739851260094,10,f,1,27,0
40149,10tt_27_exponential,485.754691176524,10,t,1,27,0
40150,10mf_27_exponential,232.572364146089,10,m,0,27,0
40151,10mt_27_exponential,556.0841929327171,10,m,1,27,0
40152,10tfNone_27_exponential,9.947854843110052e-12,10,t,0,27,0
40153,10ff_27_exponential,233.43194055034658,10,f,0,27,0
40154,10ft_27_exponential,470.65911230953554,10,f,1,27,0
40155,10tt_27_exponential,476.6223755646485,10,t,1,27,0
40156,10mf_27_exponential,223.57149853800232,10,m,0,27,0
40157,10mt_27_exponential,546.7524774566092,10,m,1,27,0
40158,10tfNone_27_exponential,0.788315197979504,10,t,0,27,0
40159,10ff_27_exponential,3.9768955972549115e-12,10,f,0,27,0
40160,10ft_27_exponential,532.8531129682907,10,f,1,27,0
40161,10tt_27_exponential,478.35969729900944,10,t,1,27,0
40162,10mf_27_exponential,195.12980221162408,10,m,0,27,0
40163,10mt_27_exponential,539.703303908731,10,m,1,27,0
40164,10tfNone_27_exponential,8.04409178601551e-12,10,t,0,27,0
40165,10ff_27_exponential,236.79316382348256,10,f,0,27,0
40166,10ft_27_exponential,531.6550573445135,10,f,1,27,0
40167,10tt_27_exponential,497.8654436692709,10,t,1,27,0
40168,10mf_27_exponential,264.6176278119884,10,m,0,27,0
40169,10mt_27_exponential,537.7221587399927,10,m,1,27,0
40170,10tfNone_27_exponential,1.1165096009522178e-11,10,t,0,27,0
40171,10ff_27_exponential,211.8840194521101,10,f,0,27,0
40172,10ft_27_exponential,548.282317788927,10,f,1,27,0
40173,10tt_27_exponential,471.43398265292666,10,t,1,27,0
40174,10mf_27_exponential,217.2320156807671,10,m,0,27,0
40175,10mt_27_exponential,528.2255768135408,10,m,1,27,0
40176,10tfNone_27_exponential,7.969903373874152e-12,10,t,0,27,0
40177,10ff_27_exponential,231.9473870622006,10,f,0,27,0
40178,10ft_27_exponential,488.3748560276215,10,f,1,27,0
40179,10tt_27_exponential,468.7738142098904,10,t,1,27,0
40180,10mf_27_exponential,244.78714085621974,10,m,0,27,0
40181,10mt_27_exponential,537.3184447895984,10,m,1,27,0
40182,10tfNone_27_exponential,9.539972573080639e-12,10,t,0,27,0
40183,10ff_27_exponential,1.1921748579101087e-11,10,f,0,27,0
40184,10ft_27_exponential,487.991803209849,10,f,1,27,0
40185,10tt_27_exponential,485.5301844375902,10,t,1,27,0
40186,10mf_27_exponential,210.14723794517937,10,m,0,27,0
40187,10mt_27_exponential,555.8694203677695,10,m,1,27,0
40188,10tfNone_27_exponential,0.9050139934202067,10,t,0,27,0
40189,10ff_27_exponential,3.1375458096791195e-12,10,f,0,27,0
40190,10ft_27_exponential,562.5935655515431,10,f,1,27,0
40191,10tt_27_exponential,475.72354250014666,10,t,1,27,0
40192,10mf_27_exponential,226.61955228048305,10,m,0,27,0
40193,10mt_27_exponential,523.7882014707834,10,m,1,27,0
40194,10tfNone_27_exponential,1.0782994282302734e-11,10,t,0,27,0
40195,10ff_27_exponential,220.36542534257512,10,f,0,27,0
40196,10ft_27_exponential,557.6630165252111,10,f,1,27,0
40197,10tt_27_exponential,436.499713631063,10,t,1,27,0
40198,10mf_27_exponential,230.36982347845807,10,m,0,27,0
40199,10mt_27_exponential,530.5157053097,10,m,1,27,0
40200,11tfNone_27_uniform,26.312168844428555,11,t,0,27,1
40201,11ff_27_uniform,21.010795946733154,11,f,0,27,1
40202,11ft_27_uniform,27.561801330137857,11,f,1,27,1
40203,11tt_27_uniform,26.16476717500685,11,t,1,27,1
40204,11mf_27_uniform,19.530394752140154,11,m,0,27,1
40205,11mt_27_uniform,33.495281522888064,11,m,1,27,1
40206,11tfNone_27_uniform,18.583266701004014,11,t,0,27,1
40207,11ff_27_uniform,24.54894254111797,11,f,0,27,1
40208,11ft_27_uniform,37.61857287023784,11,f,1,27,1
40209,11tt_27_uniform,26.877130897647074,11,t,1,27,1
40210,11mf_27_uniform,23.238580211531225,11,m,0,27,1
40211,11mt_27_uniform,34.53899461131345,11,m,1,27,1
40212,11tfNone_27_uniform,21.870952881488417,11,t,0,27,1
40213,11ff_27_uniform,20.904622305617615,11,f,0,27,1
40214,11ft_27_uniform,29.02122335392981,11,f,1,27,1
40215,11tt_27_uniform,32.6830509313592,11,t,1,27,1
40216,11mf_27_uniform,15.968440197960211,11,m,0,27,1
40217,11mt_27_uniform,34.6589046194696,11,m,1,27,1
40218,11tfNone_27_uniform,19.975426473479356,11,t,0,27,1
40219,11ff_27_uniform,15.986738292402869,11,f,0,27,1
40220,11ft_27_uniform,39.34589144439004,11,f,1,27,1
40221,11tt_27_uniform,25.277958909128134,11,t,1,27,1
40222,11mf_27_uniform,22.732093737513924,11,m,0,27,1
40223,11mt_27_uniform,29.838130799143258,11,m,1,27,1
40224,11tfNone_27_uniform,22.070797445034295,11,t,0,27,1
40225,11ff_27_uniform,22.442176324483174,11,f,0,27,1
40226,11ft_27_uniform,37.56778996660855,11,f,1,27,1
40227,11tt_27_uniform,26.769910331817638,11,t,1,27,1
40228,11mf_27_uniform,22.0565947710997,11,m,0,27,1
40229,11mt_27_uniform,34.61070392878901,11,m,1,27,1
40230,11tfNone_27_uniform,18.52340074465083,11,t,0,27,1
40231,11ff_27_uniform,15.27321980573768,11,f,0,27,1
40232,11ft_27_uniform,29.846715837441675,11,f,1,27,1
40233,11tt_27_uniform,31.468467754403243,11,t,1,27,1
40234,11mf_27_uniform,23.08072559535095,11,m,0,27,1
40235,11mt_27_uniform,30.657802048520775,11,m,1,27,1
40236,11tfNone_27_uniform,22.51935769157717,11,t,0,27,1
40237,11ff_27_uniform,14.522736666804684,11,f,0,27,1
40238,11ft_27_uniform,30.780749592148485,11,f,1,27,1
40239,11tt_27_uniform,34.30297676406576,11,t,1,27,1
40240,11mf_27_uniform,20.105077294220354,11,m,0,27,1
40241,11mt_27_uniform,37.320811556109234,11,m,1,27,1
40242,11tfNone_27_uniform,25.819558269578483,11,t,0,27,1
40243,11ff_27_uniform,20.946019258194923,11,f,0,27,1
40244,11ft_27_uniform,30.758993846992862,11,f,1,27,1
40245,11tt_27_uniform,22.570001299904387,11,t,1,27,1
40246,11mf_27_uniform,23.076793723517373,11,m,0,27,1
40247,11mt_27_uniform,34.05489006281013,11,m,1,27,1
40248,11tfNone_27_uniform,30.76961369309317,11,t,0,27,1
40249,11ff_27_uniform,20.125658197258637,11,f,0,27,1
40250,11ft_27_uniform,33.92529469046237,11,f,1,27,1
40251,11tt_27_uniform,24.0488483599115,11,t,1,27,1
40252,11mf_27_uniform,21.666637668532378,11,m,0,27,1
40253,11mt_27_uniform,36.32634451448606,11,m,1,27,1
40254,11tfNone_27_uniform,25.80217150443953,11,t,0,27,1
40255,11ff_27_uniform,23.98902167434544,11,f,0,27,1
40256,11ft_27_uniform,33.374409952378606,11,f,1,27,1
40257,11tt_27_uniform,28.580175756649744,11,t,1,27,1
40258,11mf_27_uniform,18.846435996287386,11,m,0,27,1
40259,11mt_27_uniform,37.17703903493346,11,m,1,27,1
40260,11tfNone_27_exponential,8.003715557543857e-12,11,t,0,27,0
40261,11ff_27_exponential,4.356811158435534e-12,11,f,0,27,0
40262,11ft_27_exponential,481.9013478824365,11,f,1,27,0
40263,11tt_27_exponential,492.0781329107085,11,t,1,27,0
40264,11mf_27_exponential,238.76878893099493,11,m,0,27,0
40265,11mt_27_exponential,534.4878483183671,11,m,1,27,0
40266,11tfNone_27_exponential,8.068015503231931e-12,11,t,0,27,0
40267,11ff_27_exponential,8.088437695575315e-12,11,f,0,27,0
40268,11ft_27_exponential,482.59092407545336,11,f,1,27,0
40269,11tt_27_exponential,502.01593600203574,11,t,1,27,0
40270,11mf_27_exponential,230.7147581345301,11,m,0,27,0
40271,11mt_27_exponential,538.8278946008642,11,m,1,27,0
40272,11tfNone_27_exponential,0.7186681777405872,11,t,0,27,0
40273,11ff_27_exponential,1.0570453231437791e-11,11,f,0,27,0
40274,11ft_27_exponential,454.5161041029117,11,f,1,27,0
40275,11tt_27_exponential,460.8578956685021,11,t,1,27,0
40276,11mf_27_exponential,231.5695347362306,11,m,0,27,0
40277,11mt_27_exponential,531.332832142338,11,m,1,27,0
40278,11tfNone_27_exponential,1.1829943143404447e-11,11,t,0,27,0
40279,11ff_27_exponential,6.089789606655537e-12,11,f,0,27,0
40280,11ft_27_exponential,469.3612681080534,11,f,1,27,0
40281,11tt_27_exponential,504.8007216665218,11,t,1,27,0
40282,11mf_27_exponential,245.00599345280196,11,m,0,27,0
40283,11mt_27_exponential,566.7668303632437,11,m,1,27,0
40284,11tfNone_27_exponential,7.396012656701684e-12,11,t,0,27,0
40285,11ff_27_exponential,1.0057518382898e-11,11,f,0,27,0
40286,11ft_27_exponential,504.5244385467458,11,f,1,27,0
40287,11tt_27_exponential,493.6667996644185,11,t,1,27,0
40288,11mf_27_exponential,193.72116079064756,11,m,0,27,0
40289,11mt_27_exponential,530.1638013387937,11,m,1,27,0
40290,11tfNone_27_exponential,1.1091187481124783e-11,11,t,0,27,0
40291,11ff_27_exponential,1.0727107781919296e-11,11,f,0,27,0
40292,11ft_27_exponential,473.1626452805514,11,f,1,27,0
40293,11tt_27_exponential,468.97761140591774,11,t,1,27,0
40294,11mf_27_exponential,224.21863941285997,11,m,0,27,0
40295,11mt_27_exponential,534.9098639023214,11,m,1,27,0
40296,11tfNone_27_exponential,4.655900934523073e-12,11,t,0,27,0
40297,11ff_27_exponential,244.84619946557515,11,f,0,27,0
40298,11ft_27_exponential,506.24589785094463,11,f,1,27,0
40299,11tt_27_exponential,492.14722277880315,11,t,1,27,0
40300,11mf_27_exponential,274.38650728362256,11,m,0,27,0
40301,11mt_27_exponential,531.9844052295226,11,m,1,27,0
40302,11tfNone_27_exponential,6.1241470500106534e-12,11,t,0,27,0
40303,11ff_27_exponential,4.412285711181353e-12,11,f,0,27,0
40304,11ft_27_exponential,485.61189142247025,11,f,1,27,0
40305,11tt_27_exponential,483.8728232613494,11,t,1,27,0
40306,11mf_27_exponential,229.90710928545758,11,m,0,27,0
40307,11mt_27_exponential,529.7308890510506,11,m,1,27,0
40308,11tfNone_27_exponential,7.446338252673492e-12,11,t,0,27,0
40309,11ff_27_exponential,9.67369647125943e-12,11,f,0,27,0
40310,11ft_27_exponential,492.36977973876503,11,f,1,27,0
40311,11tt_27_exponential,489.6202610186797,11,t,1,27,0
40312,11mf_27_exponential,227.2126984072794,11,m,0,27,0
40313,11mt_27_exponential,548.2745099597524,11,m,1,27,0
40314,11tfNone_27_exponential,1.3623195890772466e-11,11,t,0,27,0
40315,11ff_27_exponential,5.9851352583576065e-12,11,f,0,27,0
40316,11ft_27_exponential,476.60046160279785,11,f,1,27,0
40317,11tt_27_exponential,491.316447149563,11,t,1,27,0
40318,11mf_27_exponential,202.01340099323082,11,m,0,27,0
40319,11mt_27_exponential,515.0835962357107,11,m,1,27,0
40320,12tfNone_27_uniform,19.68031201128709,12,t,0,27,1
40321,12ff_27_uniform,25.44585062702437,12,f,0,27,1
40322,12ft_27_uniform,33.7330204201562,12,f,1,27,1
40323,12tt_27_uniform,29.550333707459608,12,t,1,27,1
40324,12mf_27_uniform,20.523777258861283,12,m,0,27,1
40325,12mt_27_uniform,30.805618174468073,12,m,1,27,1
40326,12tfNone_27_uniform,23.893005901144235,12,t,0,27,1
40327,12ff_27_uniform,18.53857872882947,12,f,0,27,1
40328,12ft_27_uniform,34.081397663045955,12,f,1,27,1
40329,12tt_27_uniform,27.245539900035865,12,t,1,27,1
40330,12mf_27_uniform,18.002731598029275,12,m,0,27,1
40331,12mt_27_uniform,27.082435882566696,12,m,1,27,1
40332,12tfNone_27_uniform,24.128775062545834,12,t,0,27,1
40333,12ff_27_uniform,18.419813545959485,12,f,0,27,1
40334,12ft_27_uniform,30.27283343931403,12,f,1,27,1
40335,12tt_27_uniform,32.02646475095934,12,t,1,27,1
40336,12mf_27_uniform,18.66151464952736,12,m,0,27,1
40337,12mt_27_uniform,36.91638449854546,12,m,1,27,1
40338,12tfNone_27_uniform,20.31710561316062,12,t,0,27,1
40339,12ff_27_uniform,17.36540696090986,12,f,0,27,1
40340,12ft_27_uniform,22.889832774497233,12,f,1,27,1
40341,12tt_27_uniform,24.64948726083808,12,t,1,27,1
40342,12mf_27_uniform,20.16643364990939,12,m,0,27,1
40343,12mt_27_uniform,34.54666730991904,12,m,1,27,1
40344,12tfNone_27_uniform,24.4332662988887,12,t,0,27,1
40345,12ff_27_uniform,19.41495119348201,12,f,0,27,1
40346,12ft_27_uniform,28.741907073508948,12,f,1,27,1
40347,12tt_27_uniform,29.937202793699917,12,t,1,27,1
40348,12mf_27_uniform,20.404937411007495,12,m,0,27,1
40349,12mt_27_uniform,37.66500733808216,12,m,1,27,1
40350,12tfNone_27_uniform,15.72512712608191,12,t,0,27,1
40351,12ff_27_uniform,18.471776468650607,12,f,0,27,1
40352,12ft_27_uniform,34.394363233271655,12,f,1,27,1
40353,12tt_27_uniform,17.332932687677427,12,t,1,27,1
40354,12mf_27_uniform,21.24768349720475,12,m,0,27,1
40355,12mt_27_uniform,31.07249587657873,12,m,1,27,1
40356,12tfNone_27_uniform,26.138593658930397,12,t,0,27,1
40357,12ff_27_uniform,19.84504597747383,12,f,0,27,1
40358,12ft_27_uniform,26.108480955003444,12,f,1,27,1
40359,12tt_27_uniform,30.315012782448232,12,t,1,27,1
40360,12mf_27_uniform,20.27322217251037,12,m,0,27,1
40361,12mt_27_uniform,31.432688222436425,12,m,1,27,1
40362,12tfNone_27_uniform,21.287413667000763,12,t,0,27,1
40363,12ff_27_uniform,17.985722243873195,12,f,0,27,1
40364,12ft_27_uniform,34.85007572126327,12,f,1,27,1
40365,12tt_27_uniform,34.13209633175198,12,t,1,27,1
40366,12mf_27_uniform,20.862859475638565,12,m,0,27,1
40367,12mt_27_uniform,32.58194796713878,12,m,1,27,1
40368,12tfNone_27_uniform,15.39734274470847,12,t,0,27,1
40369,12ff_27_uniform,19.99039684593197,12,f,0,27,1
40370,12ft_27_uniform,35.70111264995038,12,f,1,27,1
40371,12tt_27_uniform,35.732027339318115,12,t,1,27,1
40372,12mf_27_uniform,28.104324410181555,12,m,0,27,1
40373,12mt_27_uniform,33.00462930492566,12,m,1,27,1
40374,12tfNone_27_uniform,21.375387659521408,12,t,0,27,1
40375,12ff_27_uniform,23.526786954003175,12,f,0,27,1
40376,12ft_27_uniform,30.168738418730378,12,f,1,27,1
40377,12tt_27_uniform,29.768784919031514,12,t,1,27,1
40378,12mf_27_uniform,16.917015166728063,12,m,0,27,1
40379,12mt_27_uniform,29.13093048824765,12,m,1,27,1
40380,12tfNone_27_exponential,8.197082897165694e-12,12,t,0,27,0
40381,12ff_27_exponential,5.889909175615688e-12,12,f,0,27,0
40382,12ft_27_exponential,563.4134558405767,12,f,1,27,0
40383,12tt_27_exponential,475.4943626257717,12,t,1,27,0
40384,12mf_27_exponential,196.20130317311666,12,m,0,27,0
40385,12mt_27_exponential,542.8618793026437,12,m,1,27,0
40386,12tfNone_27_exponential,9.560525402839892e-12,12,t,0,27,0
40387,12ff_27_exponential,7.93675491015232e-12,12,f,0,27,0
40388,12ft_27_exponential,478.9822543685727,12,f,1,27,0
40389,12tt_27_exponential,492.6245112567067,12,t,1,27,0
40390,12mf_27_exponential,198.91836180619873,12,m,0,27,0
40391,12mt_27_exponential,535.1727539245729,12,m,1,27,0
40392,12tfNone_27_exponential,4.07488584360597e-12,12,t,0,27,0
40393,12ff_27_exponential,3.763956247123237e-12,12,f,0,27,0
40394,12ft_27_exponential,483.1116733105182,12,f,1,27,0
40395,12tt_27_exponential,471.440346173299,12,t,1,27,0
40396,12mf_27_exponential,233.61173254952698,12,m,0,27,0
40397,12mt_27_exponential,558.9054559064324,12,m,1,27,0
40398,12tfNone_27_exponential,7.493683681483842e-12,12,t,0,27,0
40399,12ff_27_exponential,1.3164344921271906e-11,12,f,0,27,0
40400,12ft_27_exponential,483.93387978111224,12,f,1,27,0
40401,12tt_27_exponential,468.83472567633044,12,t,1,27,0
40402,12mf_27_exponential,219.65170904486902,12,m,0,27,0
40403,12mt_27_exponential,539.8650951743926,12,m,1,27,0
40404,12tfNone_27_exponential,5.125316651751575e-12,12,t,0,27,0
40405,12ff_27_exponential,1.1046000443806852e-11,12,f,0,27,0
40406,12ft_27_exponential,540.3096334510418,12,f,1,27,0
40407,12tt_27_exponential,463.47815482501437,12,t,1,27,0
40408,12mf_27_exponential,200.4837225208794,12,m,0,27,0
40409,12mt_27_exponential,545.5521611118673,12,m,1,27,0
40410,12tfNone_27_exponential,7.63316295044776e-12,12,t,0,27,0
40411,12ff_27_exponential,1.023280071380502e-11,12,f,0,27,0
40412,12ft_27_exponential,476.042969794649,12,f,1,27,0
40413,12tt_27_exponential,449.27497148183096,12,t,1,27,0
40414,12mf_27_exponential,201.17327519527933,12,m,0,27,0
40415,12mt_27_exponential,543.9618552803108,12,m,1,27,0
40416,12tfNone_27_exponential,1.2110979651774137e-11,12,t,0,27,0
40417,12ff_27_exponential,1.36053038463857e-11,12,f,0,27,0
40418,12ft_27_exponential,489.6202610186796,12,f,1,27,0
40419,12tt_27_exponential,470.05841029696415,12,t,1,27,0
40420,12mf_27_exponential,194.91195603134943,12,m,0,27,0
40421,12mt_27_exponential,547.3008967697202,12,m,1,27,0
40422,12tfNone_27_exponential,1.1516213935873706e-11,12,t,0,27,0
40423,12ff_27_exponential,7.806472982642655e-12,12,f,0,27,0
40424,12ft_27_exponential,493.5726896820771,12,f,1,27,0
40425,12tt_27_exponential,486.70114033151805,12,t,1,27,0
40426,12mf_27_exponential,250.76458995479857,12,m,0,27,0
40427,12mt_27_exponential,529.2690997970672,12,m,1,27,0
40428,12tfNone_27_exponential,4.014094701212511e-12,12,t,0,27,0
40429,12ff_27_exponential,3.4423546527756676e-12,12,f,0,27,0
40430,12ft_27_exponential,509.2648295991651,12,f,1,27,0
40431,12tt_27_exponential,498.5006610736931,12,t,1,27,0
40432,12mf_27_exponential,225.10906255381647,12,m,0,27,0
40433,12mt_27_exponential,535.0158645392149,12,m,1,27,0
40434,12tfNone_27_exponential,1.0544414262557877e-11,12,t,0,27,0
40435,12ff_27_exponential,1.0252366564490393e-11,12,f,0,27,0
40436,12ft_27_exponential,476.589970519733,12,f,1,27,0
40437,12tt_27_exponential,488.69008584173264,12,t,1,27,0
40438,12mf_27_exponential,260.9733236420236,12,m,0,27,0
40439,12mt_27_exponential,520.7591799064052,12,m,1,27,0
40440,13tfNone_27_uniform,25.62129454391116,13,t,0,27,1
40441,13ff_27_uniform,22.26243173291393,13,f,0,27,1
40442,13ft_27_uniform,33.80119391470039,13,f,1,27,1
40443,13tt_27_uniform,33.983462737704805,13,t,1,27,1
40444,13mf_27_uniform,20.096639005476682,13,m,0,27,1
40445,13mt_27_uniform,38.704157842789144,13,m,1,27,1
40446,13tfNone_27_uniform,18.741160379335096,13,t,0,27,1
40447,13ff_27_uniform,20.22460955230151,13,f,0,27,1
40448,13ft_27_uniform,36.43913625331394,13,f,1,27,1
40449,13tt_27_uniform,32.61647313132774,13,t,1,27,1
40450,13mf_27_uniform,16.61517312030001,13,m,0,27,1
40451,13mt_27_uniform,29.61908068844153,13,m,1,27,1
40452,13tfNone_27_uniform,23.109195162316215,13,t,0,27,1
40453,13ff_27_uniform,26.830024080329306,13,f,0,27,1
40454,13ft_27_uniform,33.33388559700307,13,f,1,27,1
40455,13tt_27_uniform,35.035569415386355,13,t,1,27,1
40456,13mf_27_uniform,15.44828820976206,13,m,0,27,1
40457,13mt_27_uniform,33.29498780624132,13,m,1,27,1
40458,13tfNone_27_uniform,21.08100266665513,13,t,0,27,1
40459,13ff_27_uniform,18.941470012680167,13,f,0,27,1
40460,13ft_27_uniform,33.22222112278719,13,f,1,27,1
40461,13tt_27_uniform,31.336690407260093,13,t,1,27,1
40462,13mf_27_uniform,17.638374063226397,13,m,0,27,1
40463,13mt_27_uniform,30.68931930699402,13,m,1,27,1
40464,13tfNone_27_uniform,19.80892771803433,13,t,0,27,1
40465,13ff_27_uniform,22.481910844938007,13,f,0,27,1
40466,13ft_27_uniform,38.11489947684745,13,f,1,27,1
40467,13tt_27_uniform,35.63739143987745,13,t,1,27,1
40468,13mf_27_uniform,17.576976348925903,13,m,0,27,1
40469,13mt_27_uniform,25.07668711545429,13,m,1,27,1
40470,13tfNone_27_uniform,20.909390622447216,13,t,0,27,1
40471,13ff_27_uniform,18.31469102548325,13,f,0,27,1
40472,13ft_27_uniform,38.916235336695586,13,f,1,27,1
40473,13tt_27_uniform,33.69792717450128,13,t,1,27,1
40474,13mf_27_uniform,20.043225516535184,13,m,0,27,1
40475,13mt_27_uniform,39.32056089218148,13,m,1,27,1
40476,13tfNone_27_uniform,16.732294698428444,13,t,0,27,1
40477,13ff_27_uniform,18.935006418466138,13,f,0,27,1
40478,13ft_27_uniform,28.368663435008134,13,f,1,27,1
40479,13tt_27_uniform,24.580985579732165,13,t,1,27,1
40480,13mf_27_uniform,18.87002213342021,13,m,0,27,1
40481,13mt_27_uniform,30.242021785204958,13,m,1,27,1
40482,13tfNone_27_uniform,21.411311028385462,13,t,0,27,1
40483,13ff_27_uniform,19.528543550130426,13,f,0,27,1
40484,13ft_27_uniform,35.41186241925169,13,f,1,27,1
40485,13tt_27_uniform,30.363283651193626,13,t,1,27,1
40486,13mf_27_uniform,25.706698082803236,13,m,0,27,1
40487,13mt_27_uniform,29.559287530147706,13,m,1,27,1
40488,13tfNone_27_uniform,19.88886202040792,13,t,0,27,1
40489,13ff_27_uniform,18.090664938836017,13,f,0,27,1
40490,13ft_27_uniform,27.380509631712712,13,f,1,27,1
40491,13tt_27_uniform,25.610879714748407,13,t,1,27,1
40492,13mf_27_uniform,23.958859038198334,13,m,0,27,1
40493,13mt_27_uniform,39.26454051700908,13,m,1,27,1
40494,13tfNone_27_uniform,22.150088121249844,13,t,0,27,1
40495,13ff_27_uniform,23.028154444528045,13,f,0,27,1
40496,13ft_27_uniform,31.585331027150612,13,f,1,27,1
40497,13tt_27_uniform,31.322147485077103,13,t,1,27,1
40498,13mf_27_uniform,17.831012635713492,13,m,0,27,1
40499,13mt_27_uniform,32.25013187441518,13,m,1,27,1
40500,13tfNone_27_exponential,3.2432211097751376e-12,13,t,0,27,0
40501,13ff_27_exponential,8.267152209538441e-12,13,f,0,27,0
40502,13ft_27_exponential,485.35235560457426,13,f,1,27,0
40503,13tt_27_exponential,477.29119925773716,13,t,1,27,0
40504,13mf_27_exponential,203.91645134559948,13,m,0,27,0
40505,13mt_27_exponential,550.338137980373,13,m,1,27,0
40506,13tfNone_27_exponential,9.218701634139923e-12,13,t,0,27,0
40507,13ff_27_exponential,9.315855887355021e-12,13,f,0,27,0
40508,13ft_27_exponential,490.8828780880425,13,f,1,27,0
40509,13tt_27_exponential,478.8632372609115,13,t,1,27,0
40510,13mf_27_exponential,225.02266435774132,13,m,0,27,0
40511,13mt_27_exponential,552.9226499159943,13,m,1,27,0
40512,13tfNone_27_exponential,7.823465217192922e-12,13,t,0,27,0
40513,13ff_27_exponential,9.928941893551498e-12,13,f,0,27,0
40514,13ft_27_exponential,476.86476070265456,13,f,1,27,0
